iter	RMSE
542	24.94265733
543	24.93448116
544	24.87615153
545	24.86039873
546	24.82505421
547	24.81100003
548	24.77312696
549	24.75407239
550	24.73123623
551	24.69228879
552	24.66368136
553	24.61565322
554	24.60458007
555	24.60039186
556	24.58309458
557	24.55593747
558	24.55151469
559	24.50090173
560	24.4924313
561	24.45237065
562	24.41251051
563	24.37436343
564	24.32337787
565	24.26374788
566	24.24774354
567	24.24288037
568	24.20943017
569	24.20629758
570	24.16647808
571	24.15492207
572	24.12342604
573	24.11211797
574	24.09991981
575	24.0706175
576	24.06170825
577	24.0447556
578	24.04160114
579	24.03689684
580	24.0325458
581	24.00308189
582	24.00001183
583	23.99633094
584	23.98941307
585	23.93340391
586	23.91545963
587	23.89180481
588	23.8638306
589	23.84681698
590	23.82473491
591	23.79010258
592	23.76465039
593	23.76006935
594	23.7194807
595	23.68692912
596	23.68158319
597	23.67699139
598	23.6747232
599	23.6304916
600	23.61653735
601	23.59584822
602	23.58158701
603	23.54628007
604	23.5165056
605	23.51322642
606	23.50950065
607	23.46638668
608	23.42922888
609	23.42228766
610	23.40674408
611	23.40211408
612	23.38511013
613	23.35706663
614	23.35244166
615	23.34832127
616	23.29890054
617	23.27396903
618	23.25240485
619	23.23013267
620	23.22101868
621	23.21244942
622	23.20463782
623	23.17218398
624	23.15663575
625	23.11974756
626	23.10377232
627	23.07147544
628	23.04802591
629	23.04047346
630	22.99813535
631	22.97327747
632	22.96693758
633	22.92143074
634	22.91990669
635	22.88262432
636	22.84237757
637	22.82222552
638	22.77716006
639	22.76172363
640	22.74831398
641	22.70855109
642	22.69430414
643	22.68186894
644	22.68047398
645	22.67542355
646	22.66930664
647	22.65419282
648	22.64827467
649	22.63329191
650	22.61123534
651	22.60007251
652	22.57402823
653	22.53356739
654	22.52282245
655	22.51715759
656	22.51472143
657	22.47672394
658	22.44749503
659	22.43357999
660	22.42785557
661	22.40551661
662	22.39248177
663	22.36860981
664	22.33648251
665	22.31712297
666	22.31106036
667	22.28834972
668	22.23087537
669	22.22678204
670	22.22043841
671	22.21015878
672	22.19068069
673	22.18769452
674	22.15163947
675	22.12306204
676	22.09680655
677	22.06564354
678	22.04935841
679	22.04476779
680	22.01121556
681	21.98502596
682	21.97592319
683	21.95521101
684	21.94982074
685	21.93284017
686	21.90284201
687	21.89768578
688	21.89123448
689	21.87385104
690	21.86872512
691	21.86508791
692	21.85553252
693	21.83254411
694	21.81118502
695	21.78990669
696	21.77064485
697	21.75904066
698	21.72967036
699	21.728696
700	21.71119613
701	21.68875336
702	21.67119352
703	21.66763857
704	21.63902798
705	21.63282953
706	21.61532138
707	21.59677204
708	21.58402685
709	21.58123298
710	21.56224364
711	21.54915215
712	21.54642194
713	21.52692715
714	21.50700562
715	21.48269243
716	21.48027031
717	21.45992561
718	21.43342088
719	21.39600891
720	21.37810183
721	21.36837813
722	21.35518756
723	21.31602801
724	21.30268217
725	21.25349725
726	21.2132639
727	21.20294573
728	21.19036548
729	21.15084939
730	21.14030929
731	21.12661477
732	21.10635824
733	21.07813995
734	21.071662
735	21.06319286
736	21.03330766
737	21.02292106
738	21.00693764
739	20.98722493
740	20.96593693
741	20.96481315
742	20.94861304
743	20.9267909
744	20.91186128
745	20.8867662
746	20.88236964
747	20.86809541
748	20.83523961
749	20.81053488
750	20.80628112
751	20.78751626
752	20.776995
753	20.76158391
754	20.74522291
755	20.71980108
756	20.70360407
757	20.68032606
758	20.67125369
759	20.64934822
760	20.64047704
761	20.61913936
762	20.61107247
763	20.59963757
764	20.58087871
765	20.56306047
766	20.5587158
767	20.54876141
768	20.53222762
769	20.51609398
770	20.48043376
771	20.4639004
772	20.43140379
773	20.4119424
774	20.39583099
775	20.37488102
776	20.3642882
777	20.34176352
778	20.32517876
779	20.31522913
780	20.30122942
781	20.27694705
782	20.25971265
783	20.24339268
784	20.22069913
785	20.20167304
786	20.18834047
787	20.17975229
788	20.17830116
789	20.15273271
790	20.13485099
791	20.10763362
792	20.08565436
793	20.0659508
794	20.05977913
795	20.04331635
796	20.02796946
797	20.02373624
798	20.02121835
799	20.00518183
800	19.99630972
801	19.98071056
802	19.95187365
803	19.94704954
804	19.93636081
805	19.91990147
806	19.90727763
807	19.9030123
808	19.89957549
809	19.89126417
810	19.88320159
811	19.87397213
812	19.86628157
813	19.84886666
814	19.84219722
815	19.83872782
816	19.81992509
817	19.80508201
818	19.79700738
819	19.77817963
820	19.76689556
821	19.75723818
822	19.716209
823	19.69840827
824	19.65917239
825	19.65714249
826	19.64998029
827	19.64133653
828	19.62070875
829	19.61109767
830	19.58936596
831	19.58147025
832	19.57127991
833	19.54911714
834	19.54363326
835	19.53343381
836	19.52637455
837	19.52192288
838	19.51712696
839	19.51547508
840	19.50005363
841	19.48745397
842	19.48273209
843	19.46660024
844	19.45826922
845	19.45112086
846	19.44833389
847	19.42275858
848	19.40986246
849	19.39704061
850	19.38402133
851	19.35296888
852	19.34426028
853	19.33106064
854	19.32129058
855	19.31466611
856	19.28942624
857	19.26527609
858	19.24988235
859	19.23791384
860	19.23402604
861	19.23186219
862	19.21864662
863	19.21335718
864	19.20589889
865	19.1932471
866	19.18448455
867	19.16183605
868	19.15420001
869	19.14008132
870	19.13159612
871	19.10895113
872	19.09573022
873	19.07094218
874	19.06636487
875	19.04401467
876	19.03367
877	19.01366463
878	19.00461884
879	18.99956974
880	18.99232635
881	18.98873585
882	18.96753576
883	18.96625611
884	18.95587959
885	18.94523205
886	18.93481793
887	18.91438047
888	18.88412135
889	18.87192997
890	18.85256139
891	18.84621192
892	18.84186243
893	18.83409383
894	18.8275473
895	18.81763723
896	18.81418044
897	18.7966601
898	18.79320068
899	18.7852807
900	18.7703374
901	18.76518565
902	18.73711458
903	18.73412295
904	18.70809138
905	18.69745404
906	18.68913865
907	18.66686025
908	18.65928998
909	18.65233677
910	18.64755923
911	18.64644728
912	18.63001702
913	18.60268603
914	18.59601635
915	18.57496931
916	18.56558101
917	18.56157475
918	18.55730436
919	18.55465092
920	18.54420362
921	18.5337653
922	18.52642354
923	18.51820649
924	18.51074962
925	18.49346576
926	18.48683223
927	18.47817728
928	18.4627079
929	18.45101975
930	18.44256249
931	18.43324212
932	18.41431428
933	18.41141532
934	18.40107079
935	18.39524492
936	18.39305455
937	18.38864589
938	18.3777315
939	18.35351889
940	18.33424817
941	18.32057046
942	18.30972248
943	18.3026154
944	18.2904865
945	18.28383453
946	18.2753751
947	18.27329089
948	18.27159972
949	18.26142678
950	18.2544387
951	18.24213453
952	18.2365037
953	18.23193726
954	18.22976599
955	18.22572332
956	18.21758781
957	18.21082214
958	18.2071575
959	18.20184184
960	18.18936016
961	18.18639165
962	18.17244209
963	18.1670928
964	18.15954206
965	18.15078933
966	18.14808995
967	18.12777945
968	18.11294639
969	18.10579627
970	18.09539231
971	18.09003466
972	18.08258222
973	18.078285
974	18.07403547
975	18.07155072
976	18.07020962
977	18.06459883
978	18.05540714
979	18.04152413
980	18.02767713
981	18.02150801
982	18.00322568
983	17.99611838
984	17.98850392
985	17.98375393
986	17.98179431
987	17.9769933
988	17.96590193
989	17.96251819
990	17.94849331
991	17.94681139
992	17.93170076
993	17.91853403
994	17.91427898
995	17.91037315
996	17.90516682
997	17.89452331
998	17.89006807
999	17.88717235
